author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex closed  down  377.5 points at 69551.03,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/105934582.cms,"https://img.etimg.com/thumb/msid-83772708,width-1200,height-630,imgsize-284734,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: Power shares closed lower in the Tuesday's session. Energy Development Company(up 19.89%), KPI Green Energy(up 9.37%), DPSC(up 5.09%), Inox Wind Energy(up 4.93%), Indowind Energy(up 4.90%)… [+1469 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  377.5 points at 69551.03,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/105934742.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: FMCG shares closed lower in the Tuesday's session. Future Consumer(up 5.56%), Dangee Dums(up 3.72%), Dodla Dairy(up 3.39%), JHS Svendgaard Laboratories(up 2.63%), Colgate Palmolive(India)(… [+1446 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex closed  up  701.63 points at 72038.43,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/106322967.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: Sugar shares closed higher in the Wednesday's session. Balrampur Chini Mills(up 2.06%), Rajshree Sugars &amp; Chemicals(up 1.49%), Mawana Sugars(up 1.21%), BAJAJHIND(up 0.90%), Triveni Eng… [+1481 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex was  up  436.58 points at 71773.38,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106311694.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: FMCG stocks were trading higher on Wednesday at 11:25AM Jyothy Labs(up 2.22%), Umang Dairies(up 2.00%), Prataap Snacks(up 1.90%), Nakoda Group(up 1.62%), TATA CONSUMER PRODUCTS(up 1.41%), … [+1397 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Power stocks up as market falls,The 30-share BSE Sensex was  down  247.52 points at 72162.86,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106368444.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: Power stocks were trading higher on Friday at 10:55AM Transformers and Rectifiers(India)(up 10.51%), Kalpataru Projects International(up 9.60%), KPI Green Energy(up 9.01%), Indo Tech Trans… [+1437 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex closed  down  377.5 points at 69551.03,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/105935071.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: Fertilisers shares closed lower in the Tuesday's session. Nagarjuna Fertilizers &amp; Chem(up 5.61%), Southern Petrochemicals Industries(up 4.23%), Madras Fertlizers(up 4.01%), Rashtriya C… [+1513 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: FMCG stocks up as market falls,The 30-share BSE Sensex was  down  39.97 points at 69888.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/105923051.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: FMCG stocks were trading higher on Tuesday at 11:26AM Future Consumer(up 5.56%), Dangee Dums(up 4.96%), Nakoda Group(up 1.46%), Colgate Palmolive(India)(up 1.43%), ADF Foods(up 1.41%), JHS… [+1443 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Power stocks up as market falls,The 30-share BSE Sensex was  down  91.95 points at 70414.36,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106171511.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-21,"NEW DELHI: Power stocks were trading higher on Thursday at 10:14AM Suzlon Energy(up 4.35%), NLC India(up 4.00%), SJVN(up 3.57%), DPSC(up 3.24%), Voltamp Transformers(up 3.21%), Reliance Power(up 3.04… [+1469 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex closed  up  701.63 points at 72038.43,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106323737.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: FMCG shares closed higher in the Wednesday's session. Prataap Snacks(up 2.66%), TATA CONSUMER PRODUCTS(up 1.93%), Zydus Wellness(up 1.87%), P &amp; G Hygiene(up 1.84%), Vadilal Industries(… [+1423 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
Investing.com,India stocks lower at close of trade; Nifty 50 down 0.18%,India stocks lower at close of trade; Nifty 50 down 0.18%,https://www.investing.com/news/stock-market-news/india-stocks-lower-at-close-of-trade-nifty-50-down-018-3258585,https://i-invdn-com.investing.com/news/LYNXNPEC6B0BA_L.jpg,2023-12-18,"Investing.com India stocks were lower after the close on Monday, as losses in the Real Estate, Banking and Fast Moving Consumer Goods sectors led shares lower.
At the close in NSE, the Nifty 50 decl… [+2455 chars]",,Investing.com,BAJAJ-AUTO,0.0
ETMarkets.com,"Stocks in news: Vedanta, Adani Ports, IndusInd Bank, LTIMindtree, IEX","NHPC has signed a MoU with GPCL for proposed investment of Rs 4,000 crore in Kuppa Pumped Storage Project (750 MW).",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-vedanta-adani-ports-indusind-bank-ltimindtree-iex/articleshow/106523006.cms,"https://img.etimg.com/thumb/msid-106522999,width-1200,height-630,imgsize-77238,overlay-etmarkets/photo.jpg",2024-01-04,Here's a slew of stocks that will be in focus today for various reasons.VedantaVedanta's alumina production at Lanjigarh refinery was up 6% year-on-year to 470kt in the quarter ended December. The ca… [+1347 chars],the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
Investing.com,India stocks lower at close of trade; Nifty 50 down 0.35%,India stocks lower at close of trade; Nifty 50 down 0.35%,https://www.investing.com/news/stock-market-news/india-stocks-lower-at-close-of-trade-nifty-50-down-035-3265330,https://i-invdn-com.investing.com/news/Mumbai Stock Exchange_800x533_L_1422284930.jpg,2024-01-02,"Investing.com India stocks were lower after the close on Tuesday, as losses in the Capital Goods, Auto and Banking sectors led shares lower.
At the close in NSE, the Nifty 50 declined 0.35%, while t… [+2297 chars]",,Investing.com,BAJAJ-AUTO,1.0
The Hills Times,Sensex falls 379 pts on profit taking in bank & IT stocks,"Ticker: FOREIGN FUND OUTFLOWS   MUMBAI, Jan 2: Benchmark Sensex declined by 379 points on Tuesday due to profit-taking in bank, auto and IT shares after recent sharp gains and fresh foreign fund outflows. The 30-share BSE Sensex fell by 379.46 points or 0.53 …",https://thehillstimes.in/business/sensex-falls-379-pts-on-profit-taking-in-bank-it-stocks,https://thehillstimes.in/wp-content/uploads/2024/01/Sensex-falls.jpg,2024-01-02,"Ticker: FOREIGN FUND OUTFLOWS
MUMBAI, Jan 2: Benchmark Sensex declined by 379 points on Tuesday due to profit-taking in bank, auto and IT shares after recent sharp gains and fresh foreign fund outfl… [+2954 chars]",,Thehillstimes.in,BAJAJ-AUTO,1.0
Vidya Sreedhar,Bajaj Auto board to mull share buyback on January 8; stock hits lifetime high,"This is the second time Bajaj Auto will be doing a share buyback if the board approves. In July 2022, Bajaj Auto launched a share buyback worth Rs 2,500 crore. The buyback was done at Rs 4,600 a share. Since the first share buyback, the share value of the aut…",https://economictimes.indiatimes.com/markets/stocks/news/bajaj-auto-board-to-mull-share-buyback-on-january-8/articleshow/106512193.cms,"https://img.etimg.com/thumb/msid-106512163,width-1200,height-630,imgsize-955667,overlay-etmarkets/photo.jpg",2024-01-03,"MUMBAI - Bajaj Auto Ltd on Wednesday said that its board will have a meeting on January 8 to consider and approve the buyback of shares.Following the news, shares of the two-wheeler maker extended th… [+386 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
Ankit Gohel,"M&M auto sales in December rise 6% YoY to 60,188 units; tractor sales drop 18%","M&amp;M’s total domestic Passenger Vehicles (PV) sales in December 2023 rose 24% to 35,174 units from 28,445 units in December 2022.",https://www.livemint.com/companies/news/mm-december-auto-sales-rise-6-yoy-to-60-188-units-tractor-sales-drop-18-11704088757196.html,https://www.livemint.com/lm-img/img/2024/01/01/1600x900/MAHINDRA_XUV400_1672759468655_1704088985364.jpg,2024-01-01,"Mahindra &amp; Mahindra (M&amp;M), the automobile major, on Monday reported a 6% year-on-year (YoY) rise in its total auto sales for the month of December 2023 at 60,188 vehicles. The companys auto s… [+2373 chars]",,Livemint,BAJAJ-AUTO,1.0
Bloomberg,Motorcycle icon Royal Enfield faces fresh challenge from Harley in Indiaâs biker paradise,"Rather than a Royal Enfield favored by her father and several million other riders in India, Sandhu opted for a slick roadster from UK-based Triumph.",https://www.moneycontrol.com/news/business/motorcycle-icon-royal-enfield-faces-fresh-challenge-from-harley-in-indias-biker-paradise-11918321.html,https://images.moneycontrol.com/static-mcnews/2022/01/4-ROYAL-ENFIELD-KX-770x433.jpg,2023-12-18,"Sajneet Sandhu grew up riding on her fathers Royal Enfield around Goas palm-fringed roads, taking in endless beaches and rice paddies from the back of the iconic Indian motorcycle. Now 43 and inspire… [+4656 chars]",,Moneycontrol,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Stocks that hit 52-week lows on NSE,"BPCL,  ONGC,  SBI,  Coal India Ltd and  Infosys were among the top losers on NSE.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106433494.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Penta Gold, Akshar Spintex, Bajel Projects, Raj Rayon and Winsome Yarns and others were among the stocks that touched their 52-week lows as of 10:14AM(IST)in Monday's session. Domestic ben… [+457 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
,Royal Enfield Faces Fresh Challenge From Harley In India's Biker Paradise,"Like Triumph, US giant Harley-Davidson Inc. is also renewing efforts in India, where Royal Enfield is revered to a similar extent as Harley is in the US.",https://www.ndtv.com/india-news/royal-enfield-faces-fresh-challenge-from-harley-in-indias-biker-paradise-4689468,https://c.ndtvimg.com/2023-11/7mtglccg_royal-enfield-bike_625x300_04_November_23.jpg,2023-12-17,"Royal Enfield was acquired by India's Eicher Motors Ltd. in 1994.
Sajneet Sandhu grew up riding on her father's Royal Enfield around Goa's palm-fringed roads, taking in endless beaches and rice padd… [+4717 chars]",,NDTV News,BAJAJ-AUTO,
ETMarkets.com,Stock market update: Nifty Auto index advances 0.05%,The Nifty Auto index closed 0.05 per cent  up  at 18326.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-05/articleshow/106546693.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2024-01-04,"NEW DELHI: The Nifty Auto index closed on a positive note on Thursday. Shares of Bharat Forge Ltd.(up 2.01 per cent), Tata Motors Ltd.(up 1.82 per cent), Sona BLW Precision Forgings Ltd.(up 1.63 per … [+1060 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
PTI,RVNL bags Rs 543 cr project from MP Metro Rail Corporation,"State-owned Rail Vikas Nigam Ltd (RVNL) has secured a Rs 543 crore order from Madhya Pradesh Metro Rail Corporation for the construction of elevated stations for the Indore Metro Rail Project. The project, which is expected to be executed within 1,092 days, i…",https://economictimes.indiatimes.com/industry/transportation/railways/rvnl-bags-rs-543-cr-project-from-mp-metro-rail-corporation/articleshow/105909930.cms,"https://img.etimg.com/thumb/msid-105909960,width-1200,height-630,imgsize-46251,overlay-economictimes/photo.jpg",2023-12-11,Pre-pack Scheme Under IBC Likely for Large Cos TooThe government is preparing an enabling provision for a compact and largely informal bankruptcy settlement process for faster resolution for large fi… [+608 chars],the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Nifty Auto index advances 1.51%,The Nifty Auto index closed 1.51 per cent  up  at 18224.85.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-1-51/articleshow/106322356.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: The Nifty Auto index closed on a positive note on Wednesday. Shares of Sona BLW Precision Forgings Ltd.(up 6.15 per cent), Bajaj Auto Ltd.(up 3.79 per cent), Tata Motors Ltd.(up 2.96 per c… [+936 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Nifty Auto index falls 0.08% in an upbeat market,The Nifty Auto index was trading 0.08 per cent  down  at 17853.25.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-08-in-an-upbeat-market/articleshow/105828280.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2023-12-08,"NEW DELHI: The Nifty Auto index traded negative around 09:59AM(IST)on Friday in an upbeat market. Bharat Forge Ltd.(up 0.73 per cent), Tube Investments of India Ltd.(up 0.65 per cent), Balkrishna Ind… [+1075 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Nifty Auto index advances 0.6% in a weak market,The Nifty Auto index was trading 0.6 per cent  up  at 18519.1.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-6-in-a-weak-market/articleshow/106366682.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: The Nifty Auto index traded positive around 09:59AM(IST)on Friday in a weak market. Samvardhana Motherson International Ltd.(up 3.07 per cent), Tata Motors Ltd.(up 1.69 per cent), Sona BLW… [+1077 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Nifty Auto index advances 0.57% in an upbeat market,The Nifty Auto index was trading 0.57 per cent  up  at 18148.6.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-57-in-an-upbeat-market/articleshow/106009372.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-15,"NEW DELHI: The Nifty Auto index traded positive around 10:09AM(IST)on Friday in an upbeat market. Mahindra &amp; Mahindra Ltd.(up 1.47 per cent), Tata Motors Ltd.(up 1.44 per cent), Hero MotoCorp Ltd… [+1082 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Nifty Auto index advances 0.98%,The Nifty Auto index closed 0.98 per cent  up  at 17953.55.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-98/articleshow/106294436.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: The Nifty Auto index closed on a positive note on Tuesday. Shares of Hero MotoCorp Ltd.(up 3.34 per cent), Bharat Forge Ltd.(up 2.09 per cent), Mahindra &amp; Mahindra Ltd.(up 1.71 per cen… [+866 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Nifty Auto index advances 0.66% in an upbeat market,The Nifty Auto index was trading 0.66 per cent  up  at 18072.45.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-66-in-an-upbeat-market/articleshow/106309446.cms,"https://img.etimg.com/thumb/msid-83804572,width-1200,height-630,imgsize-297423,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: The Nifty Auto index traded positive around 10:09AM(IST)on Wednesday in an upbeat market. Sona BLW Precision Forgings Ltd.(up 4.55 per cent), Bajaj Auto Ltd.(up 1.75 per cent), Tata Motors… [+964 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Nifty Auto index advances 1.37%,The Nifty Auto index closed 1.37 per cent  up  at 17778.9.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-1-37/articleshow/106212406.cms,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",2023-12-22,"NEW DELHI: The Nifty Auto index closed on a positive note on Friday. Shares of Tata Motors Ltd.(up 2.23 per cent), Hero MotoCorp Ltd.(up 2.22 per cent), Maruti Suzuki India Ltd.(up 2.04 per cent), Ba… [+813 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: FMCG stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/106453725.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: FMCG shares closed lower in the Monday's session. Emami(up 5.77%), Dodla Dairy(up 5.03%), Bajaj Consumer(up 4.85%), TATA CONSUMER PRODUCTS(up 4.40%), Hatsun Agro Product Ltd(up 3.45%), Vad… [+1380 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Power stocks up as market rises,The 30-share BSE Sensex closed  up  358.79 points at 70865.1,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106183664.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-21,"NEW DELHI: Power shares closed higher in the Thursday's session. Inox wind(up 7.86%), SJVN(up 7.15%), Reliance Power(up 6.07%), NLC India(up 6.02%), NHPC(up 5.14%), ADANIGREEN(up 4.64%), Energy Devel… [+1211 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Mining stocks up as market rises,The 30-share BSE Sensex was  up  364.79 points at 71701.59,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106309237.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: Mining stocks were trading higher on Wednesday at 10:04AM MOIL(up 4.20%), Madhav Marbles and Granites(up 2.84%), Aro Granite Industries(up 1.73%), Oriental Trimex(up 1.57%), Gujarat Minera… [+1177 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex closed  up  358.79 points at 70865.1,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/106182530.cms,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",2023-12-21,"NEW DELHI: Sugar shares closed higher in the Thursday's session. Sakthi Sugars(up 4.16%), AVADHSUGAR(up 3.55%), DCM Shriram Industries(up 3.52%), EID Parry(up 2.97%), BAJAJHIND(up 2.93%), Triveni Eng… [+1172 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
Moneycontrol News,Year Ender 2023: Top 10 luxury home deals reported in India in 2023,"India real estate: Several high net-worth individuals bought and sold luxury homes in 2023, ranging from as low as Rs 20 crore to over Rs 1,200 crore in three major real estate markets of Mumbai, Delhi-NCR and Bengaluru.",https://www.moneycontrol.com/news/business/real-estate/year-ender-2023-top-10-luxury-home-deals-reported-in-india-in-2023-11965481.html,https://images.moneycontrol.com/static-mcnews/2023/07/pexels-victoria-rain-1648776-Mumbai-648x435.jpg,2023-12-28,"2023 was the year of luxury when it came to the residential segment. The high-net-worth individuals (HNI) and their family members purchased luxury homes across three major cities including Mumbai, D… [+6655 chars]",,Moneycontrol,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Stocks that hit 52-week lows on NSE,"BPCL,  ONGC,  SBI,  Coal India Ltd and  Infosys were among the top losers on NSE.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106470929.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Allcargo Logistics, Bajel Projects, Akshar Spintex, Raj Rayon and Muthoot Microfin and others were among the stocks that touched their 52-week lows as of 11:10AM(IST)in Tuesday's session. … [+475 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Stocks that hit 52-week lows on NSE,"BPCL,  ONGC,  SBI,  Coal India Ltd and  Infosys were among the top losers on NSE.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106504270.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2024-01-03,"NEW DELHI: Stampede Cap(DVR), Raj Rayon, IKIO Lighting, GIR Natureview and Hotel Rugby and others were among the stocks that touched their 52-week lows as of 11:10AM(IST)in Wednesday's session. Domes… [+461 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ET CONTRIBUTORS,Keep an eye on dollar index; top 40 stocks which are showing relative strength vs benchmark,"The US Fed Rates are at 5-5.25%. Inflation is also around 3.2%, which is comforting and probably the reason why the Fed has paused hikes. Interest rates are back to 2007 levels.",https://economictimes.indiatimes.com/markets/stocks/news/keep-an-eye-on-dollar-index-top-40-stocks-which-are-showing-relative-strength-vs-benchmark/articleshow/106112908.cms,"https://img.etimg.com/thumb/msid-106113239,width-1200,height-630,imgsize-91468,overlay-etmarkets/photo.jpg",2023-12-19,The US markets touched their all-time highs and closed with positive momentum last week. The US Federal Reserve paused hiking interest rates and is cautiously optimistic about the economy.The US Fed … [+3759 chars],the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
S Ronendra Singh,Auto sales in December 2023 a mixed bag,"December 2023 saw record-breaking sales of passenger vehicles and two-wheelers, with Maruti Suzuki India Ltd recording a dip in sales.",https://www.thehindubusinessline.com/companies/auto-sales-in-december-2023-a-mixed-bag/article67695927.ece,https://bl-i.thgim.com/public/incoming/q0n31r/article67696087.ece/alternates/LANDSCAPE_1200/IMG_BL_-_MARUTI_MANESAR__2_1_FAC74M6P.jpg,2024-01-01,"The passenger vehicles (PVs) and two-wheeler wholesales (dispatches to dealers) continued their growth momentum in December and ended the year in a positive note, 2023 being the unique year for PVs w… [+3441 chars]",,BusinessLine,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Stocks that hit 52-week lows on NSE,"ICICI Bank,  Coal India Ltd,  ITC,  Power Grid and  IndusInd Bank were among the top losers on NSE.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106077114.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",2023-12-18,"NEW DELHI: Penta Gold, Raj Rayon, Winsome Yarns, SEL Manufact and Peria Karamalai Tea and others were among the stocks that touched their 52-week lows as of 10:24AM(IST)in Monday's session. Domestic … [+482 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"Coral India Finance,  Oriental Trimex,  Ashima Ltd,  JM Financial and  Sreeleather, hit their fresh 52-week highs during the day.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/106021626.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2023-12-15,"NEW DELHI: Shares of Coral India Finance, Oriental Trimex, Ashima Ltd, JM Financial and Sreeleather, hit their fresh 52-week highs during Friday's trade on NSE. Benchmark NSE Nifty closed 273.95 poin… [+788 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/106433783.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: FMCG stocks were trading higher on Monday at 10:19AM Emami(up 5.77%), Dodla Dairy(up 5.03%), Bajaj Consumer(up 4.85%), TATA CONSUMER PRODUCTS(up 4.40%), Hatsun Agro Product Ltd(up 3.45%), … [+1395 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  168.66 points at 71315.09,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/106091908.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-18,"NEW DELHI: FMCG shares closed lower in the Monday's session. Nakoda Group(up 8.29%), Umang Dairies(up 4.03%), JHS Svendgaard Laboratories(up 3.76%), Parag Milk(up 3.74%), Varun Beverages(up 3.00%), P… [+1457 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex closed  up  241.86 points at 71106.96,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/106211643.cms,"https://img.etimg.com/thumb/msid-83804572,width-1200,height-630,imgsize-297423,overlay-etmarkets/photo.jpg",2023-12-22,"NEW DELHI: Fertilisers shares closed higher in the Friday's session. Sikko Industries(up 14.12%), Zuari Agro Chemicals Ltd.(up 8.08%), Madras Fertilizers Ltd.(up 4.99%), National Fertilizer(up 4.85%)… [+1219 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
